window_start,euclidean_drift,cosine_similarity_previous,cosine_drift,boundary_imbalance_delta,reflection_gap_delta,boundary_pressure,reflection_pressure
74101,5.196152422706632,0.9984869969352165,0.0015130030647835246,5.0,5.0,0.05263157894736842,0.07246376811594203
74401,5.385164807134504,0.9983702266307,0.001629773369300036,-5.0,-2.0,0.033962264150943396,0.046153846153846156
74701,5.744562646538029,0.9984843420348968,0.0015156579651032231,-1.0,-2.0,0.029411764705882353,0.015873015873015872
75001,5.744562646538029,0.9982652665895143,0.0017347334104856893,-1.0,5.0,0.026022304832713755,0.09090909090909091
75301,4.358898943540674,0.9989576104000074,0.001042389599992588,-1.0,-2.0,0.022388059701492536,0.0625
75601,4.0,0.9991380058066796,0.0008619941933204478,4.0,0.0,0.03759398496240601,0.06451612903225806
75901,4.795831523312719,0.9987077867785938,0.0012922132214061577,1.0,-2.0,0.04150943396226415,0.03225806451612903
76201,3.1622776601683795,0.9994660827975561,0.0005339172024438898,-6.0,-2.0,0.019011406844106463,0.0
76501,5.0,0.9985709078740101,0.0014290921259898504,-3.0,-3.0,0.007575757575757576,0.047619047619047616
76801,4.123105625617661,0.9990298099456434,0.0009701900543566122,-3.0,1.0,0.0038022813688212928,0.03333333333333333
77101,3.872983346207417,0.9992120290603653,0.0007879709396346746,1.0,-2.0,0.0,0.0625
77401,4.358898943540674,0.9989419028093534,0.0010580971906466452,-3.0,-2.0,0.011235955056179775,0.09090909090909091
77701,5.0,0.9987411227931331,0.001258877206866904,-1.0,-1.0,0.015267175572519083,0.10144927536231885
78001,3.0,0.9994942034560734,0.0005057965439265732,-3.0,-1.0,0.026615969581749048,0.11428571428571428
78301,4.898979485566356,0.9988808346906535,0.001119165309346526,0.0,1.0,0.026022304832713755,0.0958904109589041
78601,6.48074069840786,0.9977123286920222,0.002287671307977801,-2.0,6.0,0.033707865168539325,0.014084507042253521
78901,7.0,0.9973152946419213,0.0026847053580787428,1.0,1.0,0.029850746268656716,0.0
79201,5.744562646538029,0.9984999013325948,0.001500098667405192,3.0,2.0,0.01818181818181818,0.02702702702702703
79501,4.358898943540674,0.9990070704686422,0.0009929295313577668,3.0,-2.0,0.007246376811594203,0.0
79801,3.4641016151377544,0.9994724589926087,0.0005275410073912745,-4.0,-1.0,0.02142857142857143,0.0136986301369863
80101,5.830951894845301,0.9984497588418797,0.0015502411581203024,-2.0,3.0,0.029197080291970802,0.02857142857142857
80401,3.3166247903554,0.9995638865100056,0.00043611348999439414,-3.0,-1.0,0.040892193308550186,0.014084507042253521
80701,2.8284271247461903,0.999560300627247,0.00043969937275301074,4.0,3.0,0.026022304832713755,0.05714285714285714
81001,5.291502622129181,0.9985698748792806,0.0014301251207193832,2.0,-3.0,0.018867924528301886,0.014925373134328358
81301,5.196152422706632,0.9986156918833323,0.0013843081166676763,1.0,-2.0,0.015384615384615385,0.015873015873015872
81601,5.744562646538029,0.9982925363011966,0.0017074636988033687,-7.0,-6.0,0.04150943396226415,0.1044776119402985
81901,6.557438524302,0.9975717675764847,0.0024282324235153085,3.0,0.0,0.030534351145038167,0.1076923076923077
82201,4.898979485566356,0.9987213983026122,0.0012786016973878045,0.0,-3.0,0.031007751937984496,0.16129032258064516
82501,5.0990195135927845,0.9984858672894982,0.0015141327105018254,4.0,5.0,0.015625,0.07692307692307693
82801,4.898979485566356,0.9985687252344726,0.0014312747655274016,2.0,-2.0,0.007874015748031496,0.1076923076923077
83101,4.58257569495584,0.9987089691449182,0.001291030855081754,1.0,-1.0,0.003952569169960474,0.12121212121212122
83401,6.6332495807108,0.998095152518135,0.0019048474818650352,10.0,5.0,0.034220532319391636,0.04477611940298507
83701,5.656854249492381,0.9982560040747234,0.0017439959252766313,-4.0,1.0,0.019305019305019305,0.03125
84001,5.0,0.9985473623687773,0.0014526376312227196,-3.0,0.0,0.007692307692307693,0.03225806451612903
84301,4.123105625617661,0.9990276765249138,0.0009723234750862453,9.0,4.0,0.0421455938697318,0.03125
84601,6.082762530298219,0.9978675496472702,0.0021324503527297978,7.0,5.0,0.06923076923076923,0.1076923076923077
84901,4.358898943540674,0.9991289818410184,0.0008710181589816068,1.0,2.0,0.07169811320754717,0.13432835820895522
85201,5.0,0.998726171221454,0.0012738287785459823,1.0,1.0,0.07692307692307693,0.14285714285714285
85501,5.477225575051661,0.9983879329269486,0.001612067073051393,-6.0,-5.0,0.0546875,0.07692307692307693
85801,5.291502622129181,0.9984110131408078,0.0015889868591921763,0.0,2.0,0.05555555555555555,0.1076923076923077
86101,5.196152422706632,0.999064629371561,0.0009353706284389585,5.0,0.0,0.07279693486590039,0.10144927536231885
86401,7.416198487095663,0.9971427662690632,0.0028572337309368256,-11.0,-2.0,0.031496062992125984,0.07692307692307693
86701,6.6332495807108,0.9979950921596791,0.002004907840320924,0.0,-1.0,0.030534351145038167,0.05555555555555555
87001,5.744562646538029,0.9981179915246835,0.001882008475316499,-3.0,1.0,0.019011406844106463,0.0684931506849315
