window_start,window_center,mode_1_score,mode_2_score,mode_3_score,mode_4_score
72301,73800.5,6.243523883515862,-2.7858610200758136,-1.3284441902213613,-2.7845254759739433
72601,74100.5,3.914418733822508,2.592610371407208,-0.4131900148204811,-1.7054842340373855
72901,74400.5,4.339870476466095,1.469283410668607,0.7014429044141831,-1.6593601395518451
73201,74700.5,5.421749301362017,0.5153350362513803,1.3933213156553557,-1.660142283543464
73501,75000.5,4.395994612162307,1.296406171700021,-0.37171937503993563,-2.5962638506588327
73801,75300.5,5.431020309319864,-0.1393587666396248,2.4367092229721816,-3.6743795860295165
74101,75600.5,5.024911534310043,1.2819074381778583,5.551672001458435,-2.874370682151617
74401,75900.5,5.481012835516953,-1.905916756165088,4.892147747250445,-1.6878482874594753
74701,76200.5,3.170225483631297,-3.6281479538970274,3.519198412363859,-1.8647576176315135
75001,76500.5,4.076542452935698,-2.685119309101188,4.2843869145219164,-1.337024827678003
75301,76800.5,4.628848978316634,-4.015751594251622,1.8877203129028914,-3.365967560432274
75601,77100.5,5.339825681585755,-4.786725692712558,2.8965770111984415,-2.142544767805049
75901,77400.5,5.661999870225885,-4.177837507753578,2.6878170697708628,-4.551986773228958
76201,77700.5,6.317202299751014,-3.4072295221164213,2.016668110517959,-3.7180217250894705
76501,78000.5,5.881721520193288,-2.057692401581973,1.7210422885445302,-0.007638245941331201
76801,78300.5,6.297014639596001,-4.23837851428276,1.0897577032538779,2.556701721179395
77101,78600.5,5.157671485140866,-1.7526737958974343,0.42724225720905173,3.000879968048646
77401,78900.5,4.8406960920498046,0.0412823182656853,-2.2361606684369137,2.1095396556754387
77701,79200.5,6.39333118360855,2.1923479773999506,-1.6404750551856355,1.5001923428157262
78001,79500.5,6.0066552163081255,3.369507370531452,-2.6461171196461537,2.619705133111016
78301,79800.5,3.8325799240941114,4.298771891795784,-1.6253732096798539,1.2701232376504155
78601,80100.5,4.643437981072846,0.011331375062573302,-2.567247277546549,1.6509807050436767
78901,80400.5,4.15408207155396,-1.790254182446951,-0.347306674228011,6.322450619888914
79201,80700.5,1.7701716595317496,0.34547309222398803,-1.7598194777717444,4.351553840091898
79501,81000.5,1.525180365964005,-1.0477426817452837,-1.9767536077402652,1.8931799039892778
79801,81300.5,0.15263406275409036,-0.2079173602736127,-2.848210538023198,2.440859445741006
80101,81600.5,2.3708204909924113,-2.7448254970989963,-4.154576244910329,0.47909068810761035
80401,81900.5,4.079251683612963,-0.4710271630287337,-5.113421369003823,0.9632597332702767
80701,82200.5,4.036867377248653,-1.2050078383298974,-2.6257324995354354,0.7938343951304476
81001,82500.5,5.568761973146257,-0.8987840126178445,-2.2255693298005252,-1.7680309508706893
81301,82800.5,7.303560688906704,-0.11848671078253249,-0.2259278030471281,0.7186079523459554
81601,83100.5,5.55265348700027,2.9918211242558788,-3.8581945686663315,1.7265761563908837
81901,83400.5,6.823578611711939,5.923017567357394,-3.938896703844463,0.9181654208606037
82201,83700.5,8.14925173883504,5.0328966746132195,-2.3014844136904777,2.244498640558389
82501,84000.5,8.692882052385956,6.4804490287420835,-0.39958507146759215,2.798326668904944
82801,84300.5,9.463945593830116,6.23352790649408,-0.9408426237358177,-0.3952223355913844
83101,84600.5,9.729236085752927,7.302304968894225,-0.6598860032637947,2.4209982777701593
83401,84900.5,6.312174031572066,5.286545592737569,1.5019079448031332,2.734166019956973
83701,85200.5,7.939076729925662,1.8712519512279486,-1.6790507352440087,2.2798981495569697
84001,85500.5,7.5799561483663425,-1.368249986690078,-1.5111300499349758,4.556044203373532
